date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:55:47	596031/596031	---M--	200	added ('OK')	image/jpeg	etag:%225d920a808afa8c43318c6ce56a7fe39e%22	https://media.sg.digistormhosting.com.au/aishk-hk-244-website/content/Fact-at-a-Glance_2020-Page2.jpg?v=1606877436	C:/Users/gavin_ha/Downloads/httrack/AISHK/media.sg.digistormhosting.com.au/aishk-hk-244-website/content/Fact-at-a-Glance_2020-Page27320.jpg	(from https://www.aishk.edu.hk/welcome/facts-at-a-glance)
13:55:47	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2018%20Dec%202023%2005:54:44%20GMT	https://www.aishk.edu.hk/access-reminder	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/access-reminder	(from https://www.aishk.edu.hk/welcome/our-history)
13:55:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2018%20Dec%202023%2005:54:45%20GMT	https://www.aishk.edu.hk/parentlounge	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/parentlounge	(from https://www.aishk.edu.hk/welcome/our-history)
13:55:48	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2018%20Dec%202023%2005:55:08%20GMT	https://www.aishk.edu.hk/admissions/explore-our-campus-in-360	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/admissions/explore-our-campus-in-360	(from https://www.aishk.edu.hk/welcome/our-history)
13:55:48	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2018%20Dec%202023%2005:55:08%20GMT	https://www.aishk.edu.hk/admissions/explore-our-campus-in-360	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/admissions/explore-our-campus-in-360	(from https://www.aishk.edu.hk/welcome/our-history)
13:55:48	159650/159650	---M--	200	added ('OK')	image/jpeg	etag:%220e465342d94b81dd73eb21924a7bb3a7%22	https://media.sg.digistormhosting.com.au/aishk-hk-244-website/content/School-Ambassadors-Courtney-Baumgurtel-and-Bob-Zhou_model-future-campus-2000.jpg?v=1579694691	C:/Users/gavin_ha/Downloads/httrack/AISHK/media.sg.digistormhosting.com.au/aishk-hk-244-website/content/School-Ambassadors-Courtney-Baumgurtel-and-Bob-Zhou_model-future-campus-20009843.jpg	(from https://www.aishk.edu.hk/welcome/our-history)
13:55:49	395794/395794	---M--	200	added ('OK')	image/jpeg	etag:%22e8515c675db37460ffa7c41fcb880871%22	https://media.sg.digistormhosting.com.au/aishk-hk-244-website/content/Whole-school-photo-May-1995.jpg?v=1592290098	C:/Users/gavin_ha/Downloads/httrack/AISHK/media.sg.digistormhosting.com.au/aishk-hk-244-website/content/Whole-school-photo-May-1995654c.jpg	(from https://www.aishk.edu.hk/welcome/our-history)
13:55:49	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2018%20Dec%202023%2005:54:44%20GMT	https://www.aishk.edu.hk/access-reminder	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/access-reminder	(from https://www.aishk.edu.hk/welcome/governance)
13:55:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2018%20Dec%202023%2005:54:45%20GMT	https://www.aishk.edu.hk/parentlounge	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/parentlounge	(from https://www.aishk.edu.hk/welcome/governance)
13:55:49	10446273/10446273	---M--	200	added ('OK')	image/jpeg	etag:%220ad2da70e48ab0531a52eef6611ca05b%22	https://media.sg.digistormhosting.com.au/aishk-hk-244-website/content/Page-Content/Our-History/Whole-School-2023.jpg?v=1691462054	C:/Users/gavin_ha/Downloads/httrack/AISHK/media.sg.digistormhosting.com.au/aishk-hk-244-website/content/Page-Content/Our-History/Whole-School-202359ff.jpg	(from https://www.aishk.edu.hk/welcome/our-history)
13:55:49	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2018%20Dec%202023%2005:55:08%20GMT	https://www.aishk.edu.hk/admissions/explore-our-campus-in-360	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/admissions/explore-our-campus-in-360	(from https://www.aishk.edu.hk/welcome/governance)
13:55:50	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2018%20Dec%202023%2005:55:08%20GMT	https://www.aishk.edu.hk/admissions/explore-our-campus-in-360	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/admissions/explore-our-campus-in-360	(from https://www.aishk.edu.hk/welcome/governance)
13:55:50	253247/253247	---M--	200	added ('OK')	image/jpeg	etag:%22cbb82eb9dc69b817c9c64663ea1bc7b2%22	https://digistorm-websites-sg.s3-ap-southeast-1.amazonaws.com/aishk-hk-244-website/content/Staff-Photos/Board/Petty-Richard-Prof.Jpg	C:/Users/gavin_ha/Downloads/httrack/AISHK/digistorm-websites-sg.s3-ap-southeast-1.amazonaws.com/aishk-hk-244-website/content/Staff-Photos/Board/Petty-Richard-Prof.jpg	(from https://www.aishk.edu.hk/welcome/governance)
13:55:51	263708/263708	---M--	200	added ('OK')	image/jpeg	etag:%22d66a39be959f672ce24c62c75b3589e2%22	https://digistorm-websites-sg.s3-ap-southeast-1.amazonaws.com/aishk-hk-244-website/content/Staff-Photos/Board/Macintosh-Andrew-Mr.Jpg	C:/Users/gavin_ha/Downloads/httrack/AISHK/digistorm-websites-sg.s3-ap-southeast-1.amazonaws.com/aishk-hk-244-website/content/Staff-Photos/Board/Macintosh-Andrew-Mr.jpg	(from https://www.aishk.edu.hk/welcome/governance)
13:55:51	68171/68171	---M--	200	added ('OK')	image/jpeg	etag:%22576a407ba2ed13fc1c610d70c05bfdd0%22	https://digistorm-websites-sg.s3-ap-southeast-1.amazonaws.com/aishk-hk-244-website/content/Staff-Photos/Board/Hooley-Dan.JPG	C:/Users/gavin_ha/Downloads/httrack/AISHK/digistorm-websites-sg.s3-ap-southeast-1.amazonaws.com/aishk-hk-244-website/content/Staff-Photos/Board/Hooley-Dan.jpg	(from https://www.aishk.edu.hk/welcome/governance)
13:55:51	277767/277767	---M--	200	added ('OK')	image/jpeg	etag:%2217ed5649b7c5891b58c08c3d583a6b7f%22	https://digistorm-websites-sg.s3-ap-southeast-1.amazonaws.com/aishk-hk-244-website/content/Staff-Photos/Board/Corkhill-Thomas-Mr.Jpg	C:/Users/gavin_ha/Downloads/httrack/AISHK/digistorm-websites-sg.s3-ap-southeast-1.amazonaws.com/aishk-hk-244-website/content/Staff-Photos/Board/Corkhill-Thomas-Mr.jpg	(from https://www.aishk.edu.hk/welcome/governance)
13:55:52	50960/50960	---M--	200	added ('OK')	image/jpeg	etag:%22c6a7056b252be61728e1917a3c540412%22	https://media.sg.digistormhosting.com.au/aishk-hk-244-website/content/Staff-Photos/Board/Jenny-Huang.jpg	C:/Users/gavin_ha/Downloads/httrack/AISHK/media.sg.digistormhosting.com.au/aishk-hk-244-website/content/Staff-Photos/Board/Jenny-Huang.jpg	(from https://www.aishk.edu.hk/welcome/governance)
13:55:52	292425/292425	---M--	200	added ('OK')	image/jpeg	etag:%22bbd556157bb257f6413a091e748ca8a3%22	https://digistorm-websites-sg.s3-ap-southeast-1.amazonaws.com/aishk-hk-244-website/content/Staff-Photos/Board/Lee-Joseph-Mr.Jpg	C:/Users/gavin_ha/Downloads/httrack/AISHK/digistorm-websites-sg.s3-ap-southeast-1.amazonaws.com/aishk-hk-244-website/content/Staff-Photos/Board/Lee-Joseph-Mr.jpg	(from https://www.aishk.edu.hk/welcome/governance)
13:55:52	70008/70008	---M--	200	added ('OK')	image/jpeg	etag:%22c93fc3a28ec13f69de74d3eebab2c2e0%22	https://digistorm-websites-sg.s3-ap-southeast-1.amazonaws.com/aishk-hk-244-website/content/Staff-Photos/Board/Fortescue-Kym-1.jpg	C:/Users/gavin_ha/Downloads/httrack/AISHK/digistorm-websites-sg.s3-ap-southeast-1.amazonaws.com/aishk-hk-244-website/content/Staff-Photos/Board/Fortescue-Kym-1.jpg	(from https://www.aishk.edu.hk/welcome/governance)
13:55:53	291046/291046	---M--	200	added ('OK')	image/jpeg	etag:%22c833c81196c21009dfae3b666d270511%22	https://digistorm-websites-sg.s3-ap-southeast-1.amazonaws.com/aishk-hk-244-website/content/Staff-Photos/Board/Chan-David-Mr.Jpg	C:/Users/gavin_ha/Downloads/httrack/AISHK/digistorm-websites-sg.s3-ap-southeast-1.amazonaws.com/aishk-hk-244-website/content/Staff-Photos/Board/Chan-David-Mr.jpg	(from https://www.aishk.edu.hk/welcome/governance)
13:55:53	133707/133707	---M--	200	added ('OK')	image/jpeg	etag:%2229d1c9e32460ff89819c8c3358a85147%22	https://digistorm-websites-sg.s3-ap-southeast-1.amazonaws.com/aishk-hk-244-website/content/Staff-Photos/Board/Wong-Dennis.jpg	C:/Users/gavin_ha/Downloads/httrack/AISHK/digistorm-websites-sg.s3-ap-southeast-1.amazonaws.com/aishk-hk-244-website/content/Staff-Photos/Board/Wong-Dennis.jpg	(from https://www.aishk.edu.hk/welcome/governance)
13:55:54	210173/210173	---M--	200	added ('OK')	image/jpeg	etag:%2270cb093e5b2f9550717c0222ae971a63%22	https://digistorm-websites-sg.s3-ap-southeast-1.amazonaws.com/aishk-hk-244-website/content/Staff-Photos/Board/Elbl-Winnie.jpg	C:/Users/gavin_ha/Downloads/httrack/AISHK/digistorm-websites-sg.s3-ap-southeast-1.amazonaws.com/aishk-hk-244-website/content/Staff-Photos/Board/Elbl-Winnie.jpg	(from https://www.aishk.edu.hk/welcome/governance)
13:55:54	736099/736099	---M--	200	added ('OK')	image/jpeg	etag:%222d31b2fa8cfc2f2fe06b5ca64855058f%22	https://media.sg.digistormhosting.com.au/aishk-hk-244-website/content/Staff-Photos/Board/Board-Kevin-Cheung.jpg	C:/Users/gavin_ha/Downloads/httrack/AISHK/media.sg.digistormhosting.com.au/aishk-hk-244-website/content/Staff-Photos/Board/Board-Kevin-Cheung.jpg	(from https://www.aishk.edu.hk/welcome/governance)
13:55:54	766089/766089	---M--	200	added ('OK')	image/png	etag:%22cddabe3617558fcea7012515d4fff541%22	https://media.sg.digistormhosting.com.au/aishk-hk-244-website/content/Staff-Photos/Board/Jeffrey-Chan-adjusted.png	C:/Users/gavin_ha/Downloads/httrack/AISHK/media.sg.digistormhosting.com.au/aishk-hk-244-website/content/Staff-Photos/Board/Jeffrey-Chan-adjusted.png	(from https://www.aishk.edu.hk/welcome/governance)
13:55:54	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2018%20Dec%202023%2005:54:44%20GMT	https://www.aishk.edu.hk/access-reminder	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/access-reminder.a6.delayed	(from https://www.aishk.edu.hk/welcome/our-staff)
13:55:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2018%20Dec%202023%2005:54:45%20GMT	https://www.aishk.edu.hk/parentlounge	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/parentlounge	(from https://www.aishk.edu.hk/welcome/our-staff)
13:55:55	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2018%20Dec%202023%2005:55:08%20GMT	https://www.aishk.edu.hk/admissions/explore-our-campus-in-360	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/admissions/explore-our-campus-in-360	(from https://www.aishk.edu.hk/welcome/our-staff)
13:55:55	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2018%20Dec%202023%2005:55:08%20GMT	https://www.aishk.edu.hk/admissions/explore-our-campus-in-360	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/admissions/explore-our-campus-in-360	(from https://www.aishk.edu.hk/welcome/our-staff)
13:55:56	43524/43524	---M--	200	added ('OK')	image/jpeg	etag:%2238d5bbc58e64be56deea7fe45f1d959e%22	https://media.digistormhosting.com.au/aishk-hk-244-website/documents/Mina-Dunstan_-01.jpg	C:/Users/gavin_ha/Downloads/httrack/AISHK/media.digistormhosting.com.au/aishk-hk-244-website/documents/Mina-Dunstan_-01.jpg	(from https://www.aishk.edu.hk/welcome/our-staff)
13:55:56	1854758/1854758	---M--	200	added ('OK')	image/jpeg	etag:%22340ea42e87df5e49bf1fc2757cbb3542%22	https://media.sg.digistormhosting.com.au/aishk-hk-244-website/content/IMG_3464.jpg?v=1534321531	C:/Users/gavin_ha/Downloads/httrack/AISHK/media.sg.digistormhosting.com.au/aishk-hk-244-website/content/IMG_34645898.jpg	(from https://www.aishk.edu.hk/welcome/our-staff)
13:55:56	215205/215205	---M--	200	added ('OK')	image/jpeg	etag:%220df3a00690530d34c22314aa497e8fa2%22	https://digistorm-websites-sg.s3-ap-southeast-1.amazonaws.com/aishk-hk-244-website/content/Staff-Photos/Christmas-David.Jpg	C:/Users/gavin_ha/Downloads/httrack/AISHK/digistorm-websites-sg.s3-ap-southeast-1.amazonaws.com/aishk-hk-244-website/content/Staff-Photos/Christmas-David.jpg	(from https://www.aishk.edu.hk/welcome/our-staff)
13:55:57	259828/259828	---M--	200	added ('OK')	image/jpeg	etag:%226009167cc31d78707483c8b736e5dfe0%22	https://digistorm-websites-sg.s3-ap-southeast-1.amazonaws.com/aishk-hk-244-website/content/Staff-Photos/Phillips-Peter.Jpg	C:/Users/gavin_ha/Downloads/httrack/AISHK/digistorm-websites-sg.s3-ap-southeast-1.amazonaws.com/aishk-hk-244-website/content/Staff-Photos/Phillips-Peter.jpg	(from https://www.aishk.edu.hk/welcome/our-staff)
13:55:57	294913/294913	---M--	200	added ('OK')	image/jpeg	etag:%2228acd0b121900288a7b41aaee6f4ae33%22	https://media.sg.digistormhosting.com.au/aishk-hk-244-website/content/Staff-Photos/BAI04.Jpg	C:/Users/gavin_ha/Downloads/httrack/AISHK/media.sg.digistormhosting.com.au/aishk-hk-244-website/content/Staff-Photos/BAI04.jpg	(from https://www.aishk.edu.hk/welcome/our-staff)
13:55:57	209246/209246	---M--	200	added ('OK')	image/jpeg	etag:%22e39081d29bd9bd58279bb15ad5e96588%22	https://digistorm-websites-sg.s3-ap-southeast-1.amazonaws.com/aishk-hk-244-website/content/Staff-Photos/Kean-Brendan.jpg	C:/Users/gavin_ha/Downloads/httrack/AISHK/digistorm-websites-sg.s3-ap-southeast-1.amazonaws.com/aishk-hk-244-website/content/Staff-Photos/Kean-Brendan.jpg	(from https://www.aishk.edu.hk/welcome/our-staff)
13:55:58	243737/243737	---M--	200	added ('OK')	image/jpeg	etag:%22e2180b322deef219b2cfb5abd60d2e96%22	https://media.sg.digistormhosting.com.au/aishk-hk-244-website/content/Staff-Photos/Bird_Christopher.Jpg	C:/Users/gavin_ha/Downloads/httrack/AISHK/media.sg.digistormhosting.com.au/aishk-hk-244-website/content/Staff-Photos/Bird_Christopher.jpg	(from https://www.aishk.edu.hk/welcome/our-staff)
13:55:58	0/-1	---M--	302	error ('')			https://www.aishk.edu.hk/access-reminder	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/access-reminder.b2.delayed	(from https://www.aishk.edu.hk/welcome/life-in-hong-kong)
13:55:58	235141/235141	---M--	200	added ('OK')	image/jpeg	etag:%22975a2f00947c307b88d4ff8bfe1c56d1%22	https://media.sg.digistormhosting.com.au/aishk-hk-244-website/content/Staff-Photos/Botfield_Donna.Jpg	C:/Users/gavin_ha/Downloads/httrack/AISHK/media.sg.digistormhosting.com.au/aishk-hk-244-website/content/Staff-Photos/Botfield_Donna.jpg	(from https://www.aishk.edu.hk/welcome/our-staff)
13:55:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2018%20Dec%202023%2005:54:45%20GMT	https://www.aishk.edu.hk/parentlounge	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/parentlounge.b3.delayed	(from https://www.aishk.edu.hk/welcome/life-in-hong-kong)
13:55:58	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2018%20Dec%202023%2005:55:08%20GMT	https://www.aishk.edu.hk/admissions/explore-our-campus-in-360	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/admissions/explore-our-campus-in-360	(from https://www.aishk.edu.hk/welcome/life-in-hong-kong)
13:55:58	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2018%20Dec%202023%2005:55:08%20GMT	https://www.aishk.edu.hk/admissions/explore-our-campus-in-360	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/admissions/explore-our-campus-in-360	(from https://www.aishk.edu.hk/welcome/life-in-hong-kong)
13:55:59	0/-1	---M--	302	error ('')			https://www.aishk.edu.hk/access-reminder	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/access-reminder.b6.delayed	(from https://www.aishk.edu.hk/welcome/a-career-at-aishk)
13:55:59	0/-1	---M--	301	error ('')			https://www.aishk.edu.hk/parentlounge	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/parentlounge.b7.delayed	(from https://www.aishk.edu.hk/welcome/a-career-at-aishk)
13:55:59	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2018%20Dec%202023%2005:55:08%20GMT	https://www.aishk.edu.hk/admissions/explore-our-campus-in-360	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/admissions/explore-our-campus-in-360	(from https://www.aishk.edu.hk/welcome/a-career-at-aishk)
13:55:59	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2018%20Dec%202023%2005:55:08%20GMT	https://www.aishk.edu.hk/admissions/explore-our-campus-in-360	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/admissions/explore-our-campus-in-360	(from https://www.aishk.edu.hk/welcome/a-career-at-aishk)
13:55:59	0/-1	---M--	302	error ('')			https://www.aishk.edu.hk/access-reminder	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/access-reminder.ba.delayed	(from https://www.aishk.edu.hk/welcome/child-protection)
13:55:59	0/-1	---M--	301	error ('')			https://www.aishk.edu.hk/parentlounge	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/parentlounge.bb.delayed	(from https://www.aishk.edu.hk/welcome/child-protection)
13:55:59	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2018%20Dec%202023%2005:55:08%20GMT	https://www.aishk.edu.hk/admissions/explore-our-campus-in-360	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/admissions/explore-our-campus-in-360	(from https://www.aishk.edu.hk/welcome/child-protection)
13:56:00	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2018%20Dec%202023%2005:55:08%20GMT	https://www.aishk.edu.hk/admissions/explore-our-campus-in-360	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/admissions/explore-our-campus-in-360	(from https://www.aishk.edu.hk/welcome/child-protection)
13:56:00	0/-1	---M--	302	error ('')			https://www.aishk.edu.hk/access-reminder	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/access-reminder.be.delayed	(from https://www.aishk.edu.hk/school-life/the-school-day)
13:56:00	0/-1	---M--	301	error ('')			https://www.aishk.edu.hk/parentlounge	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/parentlounge.bf.delayed	(from https://www.aishk.edu.hk/school-life/the-school-day)
13:56:00	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2018%20Dec%202023%2005:55:08%20GMT	https://www.aishk.edu.hk/admissions/explore-our-campus-in-360	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/admissions/explore-our-campus-in-360	(from https://www.aishk.edu.hk/school-life/the-school-day)
13:56:00	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2018%20Dec%202023%2005:55:08%20GMT	https://www.aishk.edu.hk/admissions/explore-our-campus-in-360	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/admissions/explore-our-campus-in-360	(from https://www.aishk.edu.hk/school-life/the-school-day)
13:56:00	0/-1	---M--	302	error ('')			https://www.aishk.edu.hk/access-reminder	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/access-reminder.c2.delayed	(from https://www.aishk.edu.hk/school-life/weather-policy)
13:56:00	0/-1	---M--	301	error ('')			https://www.aishk.edu.hk/parentlounge	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/parentlounge.c3.delayed	(from https://www.aishk.edu.hk/school-life/weather-policy)
13:56:00	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2018%20Dec%202023%2005:55:08%20GMT	https://www.aishk.edu.hk/admissions/explore-our-campus-in-360	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/admissions/explore-our-campus-in-360	(from https://www.aishk.edu.hk/school-life/weather-policy)
13:56:01	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2018%20Dec%202023%2005:55:08%20GMT	https://www.aishk.edu.hk/admissions/explore-our-campus-in-360	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/admissions/explore-our-campus-in-360	(from https://www.aishk.edu.hk/school-life/weather-policy)
13:56:01	0/-1	---M--	302	error ('')			https://www.aishk.edu.hk/access-reminder	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/access-reminder.c6.delayed	(from https://www.aishk.edu.hk/school-life/extra-curricular-activities)
13:56:01	0/-1	---M--	301	error ('')			https://www.aishk.edu.hk/parentlounge	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/parentlounge.c7.delayed	(from https://www.aishk.edu.hk/school-life/extra-curricular-activities)
13:56:01	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2018%20Dec%202023%2005:55:08%20GMT	https://www.aishk.edu.hk/admissions/explore-our-campus-in-360	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/admissions/explore-our-campus-in-360	(from https://www.aishk.edu.hk/school-life/extra-curricular-activities)
13:56:01	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2018%20Dec%202023%2005:55:08%20GMT	https://www.aishk.edu.hk/admissions/explore-our-campus-in-360	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/admissions/explore-our-campus-in-360	(from https://www.aishk.edu.hk/school-life/extra-curricular-activities)
13:56:01	0/-1	---M--	302	error ('')			https://www.aishk.edu.hk/access-reminder	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/access-reminder.ca.delayed	(from https://www.aishk.edu.hk/school-life/parent-association)
13:56:01	0/-1	---M--	301	error ('')			https://www.aishk.edu.hk/parentlounge	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/parentlounge.cb.delayed	(from https://www.aishk.edu.hk/school-life/parent-association)
13:56:01	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2018%20Dec%202023%2005:55:08%20GMT	https://www.aishk.edu.hk/admissions/explore-our-campus-in-360	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/admissions/explore-our-campus-in-360	(from https://www.aishk.edu.hk/school-life/parent-association)
13:56:02	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2018%20Dec%202023%2005:55:08%20GMT	https://www.aishk.edu.hk/admissions/explore-our-campus-in-360	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/admissions/explore-our-campus-in-360	(from https://www.aishk.edu.hk/school-life/parent-association)
13:56:02	505700/505700	---M--	200	added ('OK')	image/jpeg	etag:%2268f0079799c489c8e33245a7c268d300%22	https://media.sg.digistormhosting.com.au/aishk-hk-244-website/content/Hartnett-Joanna-01.jpg?v=1606784136	C:/Users/gavin_ha/Downloads/httrack/AISHK/media.sg.digistormhosting.com.au/aishk-hk-244-website/content/Hartnett-Joanna-014a9e.jpg	(from https://www.aishk.edu.hk/school-life/parent-association)
13:56:03	86687/86687	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Dec%202023%2005:56:03%20GMT	https://www.aishk.edu.hk/school-life/parent-association/2023-class-representatives	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/school-life/parent-association/2023-class-representatives.html	(from https://www.aishk.edu.hk/school-life/parent-association)
13:56:04	192369/192369	---M--	200	added ('OK')	image/jpeg	etag:%22b16a88f8f4f2a8ed2ef7396d453268b7%22	https://media.sg.digistormhosting.com.au/aishk-hk-244-website/content/News/PA-Events-Calendar_v4-1024x1024.jpg?v=1682065241	C:/Users/gavin_ha/Downloads/httrack/AISHK/media.sg.digistormhosting.com.au/aishk-hk-244-website/content/News/PA-Events-Calendar_v4-1024x1024fdd7.jpg	(from https://www.aishk.edu.hk/school-life/parent-association)
13:56:04	0/-1	---M--	302	error ('')			https://www.aishk.edu.hk/access-reminder	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/access-reminder.d2.delayed	(from https://www.aishk.edu.hk/school-life/student-support)
13:56:04	0/-1	---M--	301	error ('')			https://www.aishk.edu.hk/parentlounge	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/parentlounge.d3.delayed	(from https://www.aishk.edu.hk/school-life/student-support)
13:56:04	881210/881210	---M--	200	added ('OK')	image/png	etag:%2236e1b93a4fc2edf356e5258785074f09%22	https://media.sg.digistormhosting.com.au/aishk-hk-244-website/documents/Parent-Association_AISHK-Website-Banner-Hi-Res.png?v=1623316130	C:/Users/gavin_ha/Downloads/httrack/AISHK/media.sg.digistormhosting.com.au/aishk-hk-244-website/documents/Parent-Association_AISHK-Website-Banner-Hi-Res3860.png	(from https://www.aishk.edu.hk/school-life/parent-association)
13:56:04	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2018%20Dec%202023%2005:55:08%20GMT	https://www.aishk.edu.hk/admissions/explore-our-campus-in-360	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/admissions/explore-our-campus-in-360	(from https://www.aishk.edu.hk/school-life/student-support)
13:56:04	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2018%20Dec%202023%2005:55:08%20GMT	https://www.aishk.edu.hk/admissions/explore-our-campus-in-360	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/admissions/explore-our-campus-in-360	(from https://www.aishk.edu.hk/school-life/student-support)
13:56:04	0/-1	---M--	302	error ('')			https://www.aishk.edu.hk/access-reminder	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/access-reminder.d6.delayed	(from https://www.aishk.edu.hk/school-life/calendars-and-key-dates)
13:56:04	0/-1	---M--	301	error ('')			https://www.aishk.edu.hk/parentlounge	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/parentlounge.d7.delayed	(from https://www.aishk.edu.hk/school-life/calendars-and-key-dates)
13:56:04	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2018%20Dec%202023%2005:55:08%20GMT	https://www.aishk.edu.hk/admissions/explore-our-campus-in-360	C:/Users/gavin_ha/Downloads/httrack/AISHK/www.aishk.edu.hk/admissions/explore-our-campus-in-360	(from https://www.aishk.edu.hk/school-life/calendars-and-key-dates)
